Contig,Restriction sites,Length,Coverage,Self Contact
contig_48839,1773,116473,137,
contig_48840,398,41414,265,
contig_48848,1003,104256,95,
contig_48850,111,23408,49,
contig_48852,154,37203,441,
contig_48854,628,90567,207,
contig_48858,318,20468,412,
contig_48865,127,12673,4951,
contig_48870,326,32482,18,
contig_48876,233,28691,108,
contig_48877,289,58997,4571,
contig_48882,331,41011,1184,
contig_48888,666,66373,248,
contig_48889,882,152110,132,
contig_48890,247,21666,328,
contig_48893,616,83315,172,
contig_48895,844,82452,118,
contig_489,285,30497,79,
contig_4890,38408,3242274,65748,
contig_48900,834,92317,165,
contig_48904,183,27085,54,
contig_48905,732,42135,265,
contig_48917,238,25678,64,
contig_48918,210,11502,62,
contig_48922,672,84931,180,
contig_4893,1622,261241,404,
contig_48931,199,30226,22,
contig_48939,451,36484,143,
contig_4894,7283,1197394,15216,
contig_4895,6438,722224,2728,
contig_48950,197,30852,28,
contig_48951,102,25738,152,
contig_48955,105,17233,66,
contig_48956,941,114521,64,
contig_4896,415,41433,101,
contig_48960,1926,280245,440,
contig_4897,1955,162101,764,
contig_48971,163,45324,198,
contig_48976,3836,399878,547,
contig_4898,2348,320422,28647,
contig_48992,603,80547,91,
contig_48998,105,13073,12,
contig_49,423,53506,58,
contig_49003,377,42057,1364,
contig_4901,4089,523647,11305,
contig_49014,157,16813,39,
contig_49016,42,12557,269,
contig_49018,548,30537,2,
contig_4902,326,36939,79,
contig_49023,1692,178239,355,
contig_49028,163,23620,4,
contig_49029,308,39267,281,
contig_49034,108,13534,34,
contig_4904,3483,428485,1828,
contig_49041,261,16064,694,
contig_4905,2060,258779,185,
contig_49050,1492,124020,60,
contig_4906,7567,814590,18608,
contig_49061,94,23680,215,
contig_49066,1217,76041,3141,
contig_49069,94,15315,18,
contig_4907,1789,232939,1705,
contig_49072,203,18864,179,
contig_49074,9295,1311156,2116,
contig_4908,1307,134345,225,
contig_49084,68,14255,107,
contig_49089,195,27574,36,
contig_49092,703,101947,221,
contig_49095,177,22028,26,
contig_49096,889,76577,43,
contig_49097,1245,146786,172,
contig_49098,1064,101312,483,
contig_4910,1004,136478,577,
contig_49100,378,79962,12,
contig_49101,1167,244920,642,
contig_49105,2161,277342,28,
contig_4911,1005,133548,1072,
contig_49117,101,24243,4,
contig_49119,71,22820,89,
contig_4912,315,43088,115,
contig_49120,281,37422,48,
contig_4913,681,92765,14762,
contig_49149,835,103134,16,
contig_49150,772,99546,68,
contig_49155,518,33132,177,
contig_4916,4812,550353,8516,
contig_49169,255,34458,73,
contig_49170,396,34695,1738,
contig_49173,168,37737,923,
contig_49179,212,56299,2201,
contig_49181,387,51737,70,
contig_49183,169,18646,28,
contig_49185,106,22973,71,
contig_49191,2561,222861,384,
contig_49195,117,23417,24,
contig_49204,1211,100603,56,
contig_49208,166,18398,24,
contig_49222,496,60541,112,
contig_49228,226,34129,51,
contig_49232,234,20412,42,
contig_49246,930,98141,113,
contig_49249,153,20990,36,
contig_49256,4285,371146,560,
contig_49257,335,41177,130,
contig_49260,225,25036,47,
contig_49264,726,100571,192,
contig_49270,5099,778413,635,
contig_49271,562,47570,7,
contig_49272,247,29966,25,
contig_49274,352,48436,600,
contig_49275,111,12402,17662,
contig_49281,285,33497,39,
contig_49289,243,61600,338,
contig_49290,128,15221,9,
contig_49294,73,16113,2154,
contig_49299,131,14361,47,
contig_493,11747,1076568,6873,
contig_49301,235,41996,59,
contig_49307,242,23549,604,
contig_4931,1814,202848,193,
contig_49321,191,59069,78,
contig_49323,198,12094,37,
contig_4933,117,30924,3625,
contig_49333,1352,171945,516,
contig_49335,704,76098,20,
contig_49337,222,28519,729,
contig_49347,237,18080,316,
contig_4935,43,9640,1244,
contig_49350,142,13573,354,
contig_49352,191,15235,2,
contig_49354,312,42676,63,
contig_49368,225,40207,65,
contig_4937,3470,348954,3317,
contig_49370,567,54394,45,
contig_49377,309,38090,26,
contig_49379,762,97014,37,
contig_49385,533,34514,1491,
contig_49389,1121,157923,391,
contig_4939,20199,2135132,12119,
contig_49397,108,13506,331,
contig_49398,1107,133058,193,
contig_49400,138,20990,23,
contig_49402,486,68300,145,
contig_4941,329,37263,38,
contig_49411,53,12486,46,
contig_49420,475,63496,154,
contig_49424,627,38415,17,
contig_49426,646,65053,18,
contig_49427,358,22655,1127,
contig_49444,317,35188,137,
contig_49464,298,38662,35,
contig_49466,552,83507,67,
contig_49470,2250,204505,128,
contig_49472,188,30477,1156,
contig_49473,613,88721,128,
contig_49481,1054,97923,114,
contig_49487,663,77279,71,
contig_49488,144,16022,6,
contig_4949,401,24489,45,
contig_49490,83,15468,44,
contig_49497,462,48320,10,
contig_49498,450,49682,15,
contig_49499,370,43613,24,
contig_4950,2075,137201,643,
contig_49502,1488,149592,158,
contig_49510,733,70120,110,
contig_49514,7815,1100615,5732,
contig_49515,510,59217,42,
contig_49518,169,40902,73,
contig_49524,1131,97350,82,
contig_49525,140,23621,184,
contig_49528,247,33286,31,
contig_49529,1067,111778,145,
contig_49535,734,90176,206,
contig_49538,4987,562538,1096,
contig_49540,384,54246,247,
contig_49551,347,39462,120,
contig_49552,304,52180,90,
contig_49553,709,84523,57,
contig_49555,145,22973,105,
contig_49563,459,51868,23,
contig_49569,489,59040,55,
contig_4957,3644,251644,668,
contig_49572,307,54590,15,
contig_49604,2869,150902,170,
contig_49624,636,80693,433,
contig_49642,91,16262,1,
contig_49643,5843,474822,654,
contig_49648,480,86864,74,
contig_49650,942,66677,99,
contig_49655,418,41536,1801,
contig_49663,1512,170357,1072,
contig_49666,37,10049,40,
contig_49678,108,32285,105,
contig_49681,179,20874,39,
contig_49682,779,93005,50,
contig_49696,130,13463,182,
contig_49701,384,44338,144,
contig_49702,123,17699,30,
contig_49704,1343,136667,165,
contig_49723,1118,145775,329,
contig_49728,280,68560,64,
contig_49732,113,22390,12,
contig_49733,1097,101486,534,
contig_49737,288,33146,219,
contig_49738,52,18125,20,
contig_4974,2230,239401,2039,
contig_49740,84,12147,20,
contig_49741,805,59572,33,
contig_49742,1920,196890,412,
contig_49745,132,16972,18,
contig_49747,422,60811,57,
contig_49751,817,68955,303,
contig_49755,684,64461,129,
contig_49769,807,76305,278,
contig_49774,141,25195,63,
contig_49776,551,78581,27,
contig_49779,432,55284,125,
contig_4978,1510,151553,92,
contig_49780,407,42133,28,
contig_49784,1406,119125,178,
contig_49785,1037,85839,34,
contig_4979,1473,171766,483,
contig_49794,226,16490,1176,
contig_49796,796,89564,72,
contig_49799,653,71843,86,
contig_49815,617,167236,453,
contig_49820,1202,157633,194,
contig_49822,190,18660,27,
contig_49823,142,16714,11,
contig_49826,211,63770,27,
contig_49829,324,28304,126,
contig_49833,1893,190705,118,
contig_49839,326,24510,26,
contig_49844,95,17079,43,
contig_49851,581,64889,18,
contig_49857,469,42345,66,
contig_49859,1002,100089,98,
contig_4986,6371,783863,3337,
contig_49861,945,113561,102,
contig_49863,841,91555,125,
contig_49865,191,12989,163,
contig_49880,115,13046,28,
contig_49881,789,80624,170,
contig_49883,821,63518,6108,
contig_49886,650,82496,166,
contig_49891,375,42505,84,
contig_49894,334,74275,144,
contig_49896,4937,585399,2363,
contig_49897,429,56238,1433,
contig_49906,199,25534,19,
contig_49932,1276,154104,172,
contig_49935,1756,220026,105,
contig_49936,1082,93400,2260,
contig_49938,560,65445,46,
contig_49942,920,76351,418,
contig_49946,428,61445,56,
contig_49958,228,33276,2,
contig_49959,3681,384707,559,
contig_49960,127,38044,32,
contig_49971,51,12199,26,
contig_49972,124,14727,24,
contig_49974,417,83632,127,
contig_49979,152,33230,28,
contig_49982,1425,153924,340,
contig_49983,341,25114,19,
contig_49988,205,62877,89,
contig_49992,151,14097,21,
contig_49999,1065,104331,106,
contig_5,21,3886,5415,
contig_5000,6098,283978,105,
contig_50005,349,41892,81,
contig_50006,152,24561,72,
contig_50008,260,21051,372,
contig_5001,919,47886,3528,
contig_50012,1296,108995,925,
contig_50013,658,54108,435,
contig_50016,21871,1583028,987,
contig_50017,713,60502,33,
contig_50018,622,68964,115,
contig_50024,1224,141938,159,
contig_5003,747,185996,239,
contig_50030,134,16679,23,
contig_50038,313,47912,59,
contig_50046,856,122913,151,
contig_50050,151,17319,588,
contig_50058,254,25326,39,
contig_50059,516,67787,137,
contig_5006,2642,188194,398,
contig_50067,426,33759,30,
contig_50069,234,15591,119,
contig_50075,559,54256,29,
contig_50076,976,112346,187,
contig_50080,154,14156,7,
contig_50086,693,79208,192,
contig_50089,256,61628,103,
contig_501,16,1064,496,
contig_50100,199,31270,45,
contig_50101,431,47174,92,
contig_50107,914,110905,350,
contig_50113,351,31383,45,
contig_5012,20761,2279312,6690,
contig_50121,428,65342,117,
contig_50122,718,102928,114,
contig_50127,391,35034,47,
contig_50129,300,65053,288,
contig_5013,19378,2072871,4363,
contig_50137,339,27924,47,
contig_50140,368,29066,17,
contig_50143,221,33566,21,
contig_50144,627,55152,78,
contig_50145,150,42500,142,
contig_50146,367,72792,43,
contig_50147,310,72112,15,
contig_50148,165,14467,12,
contig_50149,236,29107,9,
contig_50150,515,43308,341,
contig_50159,114,11556,127,
contig_50165,137,22236,52,
contig_50168,86,17558,8,
contig_50169,116,20701,94,
contig_50172,373,80251,134,
contig_5018,13,3681,1706,
contig_50181,462,50631,105,
contig_50191,591,79333,57,
contig_50199,163,27589,34,
contig_50202,1285,143782,264,
contig_50208,211,30386,64,
contig_50210,502,36290,2,
contig_50211,141,33873,525,
contig_50212,120,16685,30,
contig_50213,371,58675,55,
contig_50219,164,30848,159,
contig_50221,912,99451,167,
contig_50223,270,21592,27,
contig_50224,285,26578,20,
contig_50227,228,33285,12,
contig_50228,1700,156942,409,
contig_50230,201,24396,72,
contig_5025,21591,2181033,106329,
contig_50255,168,18410,46,
contig_50258,1365,175642,685,
contig_50268,3081,323167,532,
contig_50279,217,28926,16,
contig_50290,1133,176589,266,
contig_50291,592,45770,330,
contig_50295,532,59158,29,
contig_503,19,1265,699,
contig_50304,176,17066,3,
contig_50308,726,69466,47,
contig_50318,3687,337039,487,
contig_50321,1482,163381,242,
contig_50327,764,82442,52,
contig_50338,570,39523,474,
contig_5034,16880,2109973,1225,
contig_50342,171,56307,68,
contig_50344,70,15688,627,
contig_50347,367,40166,153,
contig_50350,339,31888,888,
contig_50351,1299,114749,1234,
contig_50352,294,34265,88,
contig_50359,1903,222563,128,
contig_5036,2901,615657,3011,
contig_50375,617,76589,86,
contig_50379,653,65381,60,
contig_5038,13592,1950584,7468,
contig_50381,995,118876,148,
contig_50392,94,16764,14,
contig_50393,1379,187796,392,
contig_50396,114,13319,31,
contig_504,1251,84892,55883,
contig_50403,1203,158629,551,
contig_50405,712,196212,389,
contig_50407,89,18690,76,
contig_5041,4597,457300,179,
contig_50417,504,141126,184,
contig_50419,1333,127490,155,
contig_5042,1240,122049,9,
contig_50421,168,32539,41,
contig_50422,2261,366238,288,
contig_50433,280,34863,73,
contig_50436,1679,186272,335,
contig_50437,782,86918,136,
contig_50438,453,65937,159,
contig_50444,3303,211053,180,
contig_50450,264,32734,63,
contig_50456,980,99887,150,
contig_50459,1441,142765,494,
contig_50466,1442,144349,54,
contig_50469,936,86272,296,
contig_50480,329,36025,211,
contig_50484,971,160967,841,
contig_50487,984,59153,50,
contig_50489,391,41845,46,
contig_5049,2068,458270,10585,
contig_50492,1543,143795,62,
contig_50494,339,38192,63,
contig_50499,451,42515,378,
contig_505,409,105599,74923,
contig_50502,505,95644,94,
contig_50506,333,33101,20,
contig_50508,286,37905,94,
contig_5051,216,52310,27,
contig_50513,409,46154,21,
contig_50515,436,44048,125,
contig_50526,498,46450,36,
contig_50528,871,101172,207,
contig_50537,1175,173341,546,
contig_50539,853,87697,124,
contig_50543,614,49840,156,
contig_50550,2123,233400,565,
contig_50552,1052,153527,223,
contig_50556,1140,88463,60,
contig_5056,13089,2345339,11985,
contig_50561,458,56965,66,
contig_50567,1603,196675,176,
contig_50568,828,107054,137,
contig_50569,844,106989,15,
contig_50570,769,94896,74,
contig_50571,515,72210,1250,
contig_50573,263,35339,6,
contig_50577,1763,237190,546,
contig_50578,1524,179457,261,
contig_50580,3903,289589,1744,
contig_50581,66,17341,67,
contig_50584,1011,103479,128,
contig_50588,800,83150,124,
contig_50589,1020,92501,212,
contig_50591,439,54524,6028,
contig_50592,1392,223794,717,
contig_50597,469,61619,208,
contig_50599,1103,102876,74,
contig_50604,3875,324619,2835,
contig_50607,285,23358,9,
contig_50608,254,30091,479,
contig_50615,1121,69764,2651,
contig_50616,369,40028,103,
contig_50617,417,37973,58,
contig_5062,436,36469,4,
contig_50621,261,30499,24,
contig_50623,342,30706,118,
contig_50624,367,28682,35,
contig_50631,807,115374,101,
contig_50632,221,36509,63,
contig_50633,1219,154456,320,
contig_50635,1102,108375,181,
contig_50636,337,41298,4,
contig_50643,348,46071,71,
contig_50646,337,50413,60,
contig_50647,362,39796,53,
contig_50648,150,23783,30,
contig_50654,90,19097,45,
contig_50658,480,61436,125,
contig_50660,135,26580,53,
contig_50665,1347,177334,480,
contig_50673,246,31707,778,
contig_50675,26,3469,25,
contig_50676,1084,83714,228,
contig_50679,936,149104,523,
contig_50680,254,54325,147,
contig_50681,831,98365,256,
contig_50683,958,83775,71,
contig_50691,565,68415,264,
contig_50695,1223,201976,454,
contig_50696,658,53043,17,
contig_50697,381,47875,164,
contig_507,12741,789916,360161,
contig_50700,715,73691,44,
contig_50705,648,74258,169,
contig_50715,272,44255,108,
contig_50717,496,34415,8,
contig_50719,644,89171,166,
contig_50720,1366,133189,200,
contig_50721,745,92565,328,
contig_50723,439,52717,1601,
contig_50727,1144,147056,133,
contig_50730,646,81777,230,
contig_50731,692,52735,26,
contig_50733,25,2811,6,
contig_50735,821,84567,184,
contig_50736,914,85993,56,
contig_50738,61,8701,24,
contig_50741,167,19272,52,
contig_50742,643,83343,16558,
contig_50744,192,24876,18,
contig_50745,285,32358,112,
contig_50748,376,66009,240,
contig_50754,231,22769,29,
contig_50758,740,124770,253,
contig_5076,629,46605,14,
contig_50760,1263,139770,199,
contig_50762,656,81138,100,
contig_50763,271,34858,316,
contig_50765,356,56277,107,
contig_50771,2810,244760,89,
contig_50773,185,23997,37,
contig_50775,3141,203274,92,
contig_50778,717,110995,139,
contig_50783,540,80345,176,
contig_50785,367,59899,102,
contig_50788,469,49387,11,
contig_50793,594,57455,99,
contig_50795,407,43780,48,
contig_50799,370,63152,51,
contig_508,185,61552,99560,
contig_50801,200,28436,56,
contig_50804,495,63326,201,
contig_50810,456,38161,31,
contig_50816,512,114165,231,
contig_50817,1373,105389,74,
contig_50826,484,48783,128,
contig_50828,1179,141651,165,
contig_50841,180,20637,91,
contig_50843,526,72874,168,
contig_50846,1256,130591,166,
contig_50848,1286,165123,1195,
contig_50850,142,26027,388,
contig_50851,169,31150,41,
contig_50858,1892,110224,95,
contig_50859,433,85604,66,
contig_50867,943,120633,100,
contig_50883,237,26554,27,
contig_50891,452,44923,93,
contig_50895,561,115905,300,
contig_5090,339,89417,561,
contig_5091,157,34964,12,
contig_50919,2658,238647,2580,
contig_5092,196,40737,18,
contig_50921,663,89287,117,
contig_50922,226,25024,33,
contig_50927,655,47023,167,
contig_50928,226,31861,54,
contig_5093,1693,252489,422,
contig_50940,291,40820,95,
contig_50943,2242,101425,58,
contig_50944,516,56028,113,
contig_50955,527,92002,10948,
contig_50958,764,61195,30,
contig_50959,490,52369,71,
contig_50963,678,79080,143,
contig_50966,1097,77030,858,
contig_50967,289,31431,23,
contig_5097,8799,1381191,15615,
contig_50972,188,45570,178,
contig_50974,207,27873,31,
contig_50977,401,58917,43,
contig_5098,521,109540,469,
contig_50983,347,50045,106,
contig_50984,1435,134613,113,
contig_50987,1107,119272,174,
contig_50988,1461,129672,145,
contig_50990,3586,276215,361,
contig_50991,995,177248,176,
contig_50992,383,36255,34,
contig_50993,591,89052,165,
contig_50994,1000,88181,94,
contig_50996,679,94295,171,
contig_5100,2510,271065,840,
contig_51015,436,122450,141,
contig_51027,256,21591,195,
contig_51029,181,30574,693,
contig_5103,989,96487,367,
contig_51035,170,29685,80,
contig_51036,2362,149857,179,
contig_51038,1322,127363,162,
contig_51040,1282,125648,129,
contig_51045,642,99181,125,
contig_51048,536,90727,160,
contig_51052,538,62318,80,
contig_51055,927,95555,122,
contig_51056,2480,245176,262,
contig_51057,357,66388,236,
contig_51065,688,73257,225,
contig_51068,398,52563,51,
contig_51075,6790,814391,284,
contig_51077,1218,156479,241,
contig_51083,92,37506,67859,
contig_51084,453,132737,378,
contig_51100,386,44808,91,
contig_51101,658,127228,187,
contig_51103,488,31726,394,
contig_51105,508,96331,135,
contig_51108,141,39428,111,
contig_51109,1150,149800,381,
contig_51113,648,94257,102,
contig_51114,277,36302,72,
contig_51121,90,11351,2258,
contig_51126,1455,152422,391,
contig_51129,485,50415,45,
contig_5113,5030,545745,112,
contig_51132,421,67601,208,
contig_51133,389,47494,16,
contig_51134,217,52273,149,
contig_51135,4407,337008,1074,
contig_51139,182,28230,144,
contig_5114,433,47813,60,
contig_51140,617,65706,76,
contig_51147,670,86444,153,
contig_51151,2150,330846,1604,
contig_51154,5324,745357,3929,
contig_51155,1622,193950,275,
contig_51158,909,108705,192,
contig_51169,1964,186232,150,
contig_5117,10618,1007786,2974,
contig_51170,554,59147,119,
contig_51171,289,34182,33,
contig_51179,1450,157794,269,
contig_5118,725,82598,415,
contig_51180,933,75433,610,
contig_51184,1133,132595,175,
contig_51185,440,50613,86,
contig_51189,513,68017,201,
contig_5119,750,114278,629,
contig_51194,607,77957,170,
contig_51197,196,13056,4792,
contig_51198,2286,224883,233,
contig_5120,1469,171813,3758,
contig_51201,114,19104,26,
contig_51202,209,34676,10,
contig_51204,892,83394,70,
contig_51207,302,67396,197,
contig_51208,1353,209016,1057,
contig_51212,3098,304359,342,
contig_51220,562,71039,44,
contig_51223,127,18816,75,
contig_51228,624,72262,39,
contig_51229,427,53137,74,
contig_5123,4074,479093,2862,
contig_51237,371,43379,1044,
contig_51243,1165,116897,225,
contig_51245,2038,316789,873,
contig_51246,440,49935,57,
contig_51251,924,108545,528,
